,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
SEG - REPORTE GENERAL DE SOLICITUDES - GENERADO EN:20/02/2020 - 12:09:43,,,,,,,,,,,,,,,
SOLICITUD,SOLICITUD SC,NIS,TIPO DE SERVICIO,MOVIMIENTO,PRON‡STICO,ETAPA,FECHA DE SOLICITUD,FECHA CONVENIDA,FECHA DE ENTREGA,PROBLEMA PARA SU ATENCION,COMENTARIOS,PARO DE RELOJ,MOTIVO PARO DE RELOJ,INICIO PARO DE RELOJ FECHA/HORA,FIN PARO DE RELOJ FECHA/HORA
12495454,,1910200220091,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 18:30,,,,,,,,
12495443,,1910200220081,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 18:27,,,,Juan - 2020-02-07 18:28:06 - CERCA DE TIENDA ,,,,
12495431,,1910200220070,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 18:24,,,,Elizabeth - 2020-02-07 18:29:27 - SIN ,,,,
12495405,,1910200220034,Reventa Datos,Lineas Nuevas,,LIQUIDADA,07/02/2020 18:16,,18/02/2020 11:19,,Juan - 2020-02-07 18:17:28 - A 3 CUADRAS DEL PARQUE SAN LUIS RASSINI CASA DE 1 NIVEL COLOR ROJA CERCA ESTETICA DANNY ,,,,
12495386,,1910200220022,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 18:14,,,,"Marian - 2020-02-14 19:04:26 - Se objeta solicitud, tecnico CS no acudio. ",,,,
12495334,,1910200219985,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 18:04,,15/02/2020 11:11,,"Marian - 2020-02-18 20:37:01 - Se objeta solicitud, tecnico CS no acudio. Juan - 2020-02-07 18:08:23 - ANTES DE LLEGAR A CAMPOR REAL A MANO IZQUIERDA CASA COLOR DE 1 PISO ",,,,
12495330,,1910200219980,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 18:03,14/02/2020,,,"Erick - 2020-02-07 18:03:43 - CASA BLANCA, BARDEADA SIN SERCO, SERCAS ESTA UNA FABRICA DE METAL EN CONTRAEZQUINA. ",,,,
12495264,,1910200219952,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 17:56,,07/02/2020 18:05,,,,,,
12495261,,1910200219950,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 17:55,,,,Luis - 2020-02-07 18:27:05 - cerca de tienda movistar OK XD ,,,,
12495255,,1910200219942,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 17:53,,07/02/2020 17:57,,Victor - 2020-02-07 17:55:21 - SUSPENSION ,,,,
12495229,,1910200219929,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 17:48,,07/02/2020 17:54,,Victor - 2020-02-07 17:52:15 - SUSPENSION ,,,,
12495216,,1910200219911,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 17:44,,07/02/2020 17:52,,Victor - 2020-02-07 17:45:56 - SUSPENSION ,,,,
12495158,,1910200219844,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 17:27,,,,"Erick - 2020-02-07 17:28:24 - COLONIA CONOCIDA COMO CURBA DE TOLVA, ENFRENTE DE UN ESTACINAMIENTO Y UNA TORTILLERIA AG, PORTON COLOR VIONO AHI ES EL DOMICILIO. ",,,,
12495143,,1910200219835,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 17:25,,07/02/2020 17:28,,Victor - 2020-02-07 17:27:33 - SUSPENSION ,,,,
12495127,,1910200219813,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 17:17,,07/02/2020 17:25,,Victor - 2020-02-07 17:24:11 - SUSPENSION ,,,,
12495118,,1910200219799,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 17:13,,,,,,,,
12495117,,1910200219797,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 17:12,,07/02/2020 17:17,,Victor - 2020-02-07 17:13:19 - SUSPENSION ,,,,
12495105,,1910200219789,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 17:08,,07/02/2020 17:11,,Victor - 2020-02-07 17:08:49 - SUSPENSION ,,,,
12495104,,1910200219786,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 17:08,,14/02/2020 17:01,,"Marian - 2020-02-14 19:45:43 - Se objeta solicitud ,t?cnico CS no acudi? Juan - 2020-02-07 17:10:21 - CERCA DE UN MOLDELORAMA EL AGUAJE ",,,,
12495086,,1910200219768,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 17:01,,07/02/2020 17:07,,Victor - 2020-02-07 17:05:05 - SUSPENSION ,,,,
12494915,,1910200219753,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 16:56,,07/02/2020 17:02,,Victor - 2020-02-07 17:00:15 - SUSPENSION ,,,,
12494909,,1910200219742,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 16:55,,07/02/2020 16:57,,Victor - 2020-02-07 16:55:48 - SUSPENSION ,,,,
12494879,,1910200219707,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 16:43,,07/02/2020 16:47,,Victor - 2020-02-07 16:46:37 - SUSPENSION ,,,,
12494863,,1910200219688,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 16:39,,07/02/2020 16:44,,Victor - 2020-02-07 16:42:45 - SUSPENSION ,,,,
12494846,,1910200219671,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 16:35,,07/02/2020 16:40,,Victor - 2020-02-07 16:38:11 - SUSPENSION ,,,,
12494843,,1910200219661,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 16:33,,07/02/2020 16:35,,Victor - 2020-02-07 16:33:33 - SUSPENSION ,,,,
12494809,,1910200219611,Reventa Datos,Cambios de velocidades,,LIQUIDADA,07/02/2020 16:22,,07/02/2020 20:16,,,,,,
12494807,,1910200219604,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 16:21,,,,"Marian - 2020-02-14 10:30:20 - Se objeta solicitud ,tecnico CS ?no acudio. Juan - 2020-02-07 16:21:51 - FRENTE AL TANQUE DE AGUA ",,,,
12494776,,1910200219577,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 16:10,,07/02/2020 16:24,,Victor - 2020-02-07 16:22:35 - SUSPENSION ,,,,
12494761,,1910200219558,Reventa Datos,Suspension,,LIQUIDADA,07/02/2020 16:03,,07/02/2020 16:06,,Victor - 2020-02-07 16:04:18 - SUSPENSION ,,,,
12494755,,1910200219554,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 16:00,,,,"Marian - 2020-02-17 20:58:06 - Se objeta solicitud, tecnico CS no acudio. Juan - 2020-02-07 16:02:27 - A UNA CUADRA DEL JARDIN DE NI?OS VICENTE SUAREZ ",,,,
12494748,,1910200219541,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 15:54,,14/02/2020 10:28,,"Lizett - 2020-02-14 10:05:37 - Se objeta solicitud con motivo domicilio no corresponde, valida CS Maria Azucena Moreno ",,,,
12494703,,1910200219498,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 15:35,,14/02/2020 10:53,,"Marian - 2020-02-14 10:48:00 - Se objeta solicitud ,tecnico CS ?no acudio. ",,,,
12494692,,1910200219483,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 15:28,,19/02/2020 15:24,,Juan - 2020-02-07 15:34:51 - casa gris ,,,,
12494682,,1910200219474,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 15:22,,,,"Marian - 2020-02-17 14:51:47 - Se realiza instalacion dejando el servicio navegando con entrega de modem correcto ?recibe en domicilio Marlon Antonio Borrell Valera, tecnico CS ?no acudio. Victor - 2020-02-07 15:27:03 - CERCA DE BALNEARIO OLIMPICO PANTITLAN ",,,,
12494636,,1910200219423,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 14:47,,18/02/2020 13:17,,Marian - 2020-02-18 20:23:25 - Se objeta solicitud cliente no desea el servicio a peticion de CS Daniel Rodriguez. Juan - 2020-02-07 14:48:02 - A 200 METROS DE CARNITAS EL BUFALO ,,,,
12494608,,1910200219361,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 14:23,13/02/2020,,,,,,,
12494567,,1910200219339,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 14:18,,07/02/2020 14:22,,,,,,
12494557,,1910200219309,Reventa Datos,Reanudacion,,LIQUIDADA,07/02/2020 14:10,,07/02/2020 14:12,,Ariadna - 2020-02-07 14:11:45 - Reanudaci¢n ,,,,
12494554,,1910200219299,Reventa Datos,Lineas Nuevas,,DOMICILIO SIN FACILIDADES,07/02/2020 14:06,,,,Elizabeth - 2020-02-07 14:07:35 - A la entrada una ˘Y˘ a la vuelta de las oficinas ,,,,
12494527,,1910200219267,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 13:59,,18/02/2020 19:17,,"Marian - 2020-02-14 19:20:54 - Se objeta solicitud, tecnico CS no acudio. Juan - 2020-02-07 14:01:01 - EL ZAGUAN DE LA CASA ES ROSA ",,,,
12494522,,1910200219263,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 13:59,,14/02/2020 14:38,,"Marian - 2020-02-14 19:37:16 - Se objeta solicitud, tecnico CS no acudio. Brayan - 2020-02-07 14:00:02 - A 500 MTS DE LAS GRUTAS DE COCONA ",,,,
12494479,,1910200219209,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 13:49,,14/02/2020 13:56,,"Marian - 2020-02-14 13:52:23 - Se objeta solicitud, tecnico CS no acudio. Brayan - 2020-02-07 13:50:51 - ANTES DE LLEGAR A LA TELESECUNDARIA ",,,,
12494447,,1910200219186,Reventa Datos,Lineas Nuevas,,DOMICILIO SIN FACILIDADES,07/02/2020 13:42,,,,"Elizabeth - 2020-02-07 13:42:58 - INT 111 planta baja, dos expendios de refresco ",,,,
12494439,,1910200219181,Reventa Datos,Lineas Nuevas,,LIQUIDADA,07/02/2020 13:39,,14/02/2020 14:02,,Elizabeth - 2020-02-07 13:40:15 - REFERENCIA: HAY UNA DELEGACION DE PERITOS ,,,,
12494378,,1910200219148,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 13:29,,,,"Marian - 2020-02-14 19:32:11 - Se objeta solicitud, tecnico CS no acudio. Erick - 2020-02-07 13:44:39 - NA ",,,,
12494368,,1910200219141,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 13:26,,,,,,,,
12494333,,1910200219117,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 13:17,,,,"Marian - 2020-02-14 17:03:53 - Se objeta solicitud, tecnico CS ?no acudio. Elizabeth - 2020-02-07 13:19:00 - LOCAL COMERCIAL INMUEBLE SIN PINTAR 1 NIVEL, ENSEGUIDA DE MTYVTM00005587 CONSEC 0092923 PAGO 600 ES UNA CONCRETERA A LADO UNA VULCANIZADORA ",,,,
12494324,,1910200219113,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 13:15,,14/02/2020 15:21,,"Lizett - 2020-02-14 12:48:35 - Se objeta solicitud con motivo domicilio no corresponde, valida CS Maria Azucena Moreno Brayan - 2020-02-07 13:18:30 - CAMINO HACIA LA MINA PASANDO LA TIENDA LAS AVES CASA EN OBRA NEGRA TIENE UNA TIENDA CON CORTINA COLOR VERDE FRENTE AL TEMPLO ",,,,
12494314,,1910200219109,Reventa Datos,Reanudacion,,LIQUIDADA,07/02/2020 13:13,,07/02/2020 13:16,,Elizabeth - 2020-02-07 13:13:43 - OK ,,,,
12494283,,1910200219078,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 13:06,,14/02/2020 10:16,,"Marian - 2020-02-14 10:03:34 - Se objeta solicitud ,tecnico CS ?no acudio. Erick - 2020-02-07 13:20:18 - NA ",,,,
12494242,,1910200219040,Reventa Datos,Reanudacion,,LIQUIDADA,07/02/2020 12:54,,07/02/2020 12:58,,Elizabeth - 2020-02-07 12:55:20 - REANUDACION ,,,,
12494214,,1910200219027,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 12:52,,13/02/2020 11:51,,"Marian - 2020-02-13 18:06:22 - Se objeta solicitud con motivo domicilio no corresponde, valida CS Maria Azucena Moreno. ",,,,
12494200,,1910200219016,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 12:50,,14/02/2020 17:29,,Erick - 2020-02-07 12:54:30 - NA ,,,,
12494131,,1910200218984,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 12:44,14/02/2020,17/02/2020 11:55,,"Elizabeth - 2020-02-07 12:44:54 - EL DOMICILIO SE ENCUENTRA EN PASCUALITOS , ENTRADA CASI ENFRENTE DE PAQUE NELSON , DONDE ESTA LA EMPRESA ACURIDE CASA COLOR NARANJA CON CERCO CAFE DE HERRERIA ",,,,
12494089,,1910200218960,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 12:35,,,,Lizett - 2020-02-15 12:22:20 - Se objeta solicitud cliente no desea el servicio a peticion de CS Vanesa Velazquez ,,,,
12494058,,1910200218946,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 12:32,,,,,,,,
12494046,,1910200218941,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 12:29,,,,,,,,
12493998,,1910200218905,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 12:20,,17/02/2020 16:33,,"Jose - 2020-02-17 17:37:05 - Se objeta solicitud, tecnico CS no acudio. ",,,,
12493989,,1910200218891,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 12:16,,14/02/2020 11:53,,"Marian - 2020-02-14 10:35:22 - Se objeta solicitud, tecnico CS ?no acudio Elizabeth - 2020-02-07 12:18:25 - A UNAS CASAS DE LA ESQUINA ",,,,
12493968,,1910200218876,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 12:10,,,,,,,,
12493960,,1910200218867,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 12:09,,09/02/2020 12:35,,Brayan - 2020-02-07 12:10:34 - CASA 1 NIVEL RUSTICA CON 2 ZAGUANES AL EXTERIOR UNO VERDE Y UNO NEGRO EN ESQUINA AL CALLEJ‡N DE LA ABEJA O CJON BENITO JUAREZ ,,,,
12493931,,1910200218842,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 12:03,,18/02/2020 09:59,,"Marian - 2020-02-18 19:54:11 - Se objeta solicitud con motivo domicilio no corresponde, valida CS Erick Arellano. Elizabeth - 2020-02-07 12:04:37 - FRENTE A CASA AZUL ES UNA CASA BLANCA DE 1 PISO ",,,,
12493918,,1910200218823,Reventa Datos,Lineas Nuevas,,LIQUIDADA,07/02/2020 12:01,,18/02/2020 14:47,,Erick - 2020-02-07 12:39:52 - NA ,,,,
12493901,,1910200218793,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 11:55,,,,,,,,
12493846,,1910200218748,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 11:44,,15/02/2020 12:41,,,,,,
12493781,,1910200218679,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 11:32,,,,,,,,
12493775,,1910200218669,Reventa Datos,Lineas Nuevas,,LIQUIDADA,07/02/2020 11:29,14/02/2020,14/02/2020 12:58,,,,,,
12493747,,1910200218636,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 11:21,,15/02/2020 08:55,,Brayan - 2020-02-07 11:22:35 - 3 CASA ANTES DE LLEGAR A LA MISCELANEA CABAYO POR CERA DE ENFRENTE CASA COLOR CREMA ,,,,
12493734,,1910200218627,Reventa Datos,Lineas Nuevas,,LIQUIDADA,07/02/2020 11:19,,15/02/2020 14:11,,"Marian - 2020-02-15 14:11:37 - Se realiza instalaci?n dejando el servicio navegando con entrega de modem correcto recibe en domicilio Andrea Perico, t?cnico CS?no acudi? Elizabeth - 2020-02-07 11:20:03 - ENTRADA DEL LADO IZQUIERDO SEGUNDO RETORNO A LA IZQUIERDA PRIMERA CALLE A LA DERECHA ",,,,
12493728,,1910200218620,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 11:17,,,,,,,,
12493725,,1910200218617,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 11:17,,,,"Marian - 2020-02-14 17:52:52 - Se objeta solicitud con motivo domicilio no corresponde, valida CS Ximena Damazo. ",,,,
12493719,,1910200218608,Reventa Datos,Lineas Nuevas,,LIQUIDADA,07/02/2020 11:16,14/02/2020,14/02/2020 12:47,,Erick - 2020-02-07 11:16:50 - NA ,,,,
12493699,,1910200218579,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 11:10,13/02/2020,13/02/2020 13:48,,"Marian - 2020-02-13 12:12:39 - Se objeta solicitud, tecnico CS no acudio. Elizabeth - 2020-02-07 11:12:26 - OK ",,,,
12493666,,1910200218540,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 11:02,,,,"Brayan - 2020-02-07 11:03:12 - Color del inmueble: Rosa y crema, atras de farmacias arias ",,,,
12493663,,1910200218536,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 11:02,,15/02/2020 10:45,,"Marian - 2020-02-15 10:49:36 - Se objeta solicitud ,t?cnico CS ?no acudi?. Elizabeth - 2020-02-07 11:02:31 - ENTRAR POR EL PANTEON COLOMO ",,,,
12493636,,1910200218516,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 10:57,,,,"Marian - 2020-02-14 10:37:36 - Se objeta solicitud, tecnico CS ?no acudio ",,,,
12493629,,1910200218512,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 10:56,,13/02/2020 11:05,,,,,,
12493527,,1910200218405,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 10:30,,,,"Elizabeth - 2020-02-07 10:31:06 - A DOS CASAS DE ""MICELANEA DANY"" ",,,,
12493521,,1910200218401,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 10:29,,,,"Marian - 2020-02-14 18:04:18 - Se objeta solicitud, tecnico CS ?no acudio. ",,,,
12493519,,1910200218396,Reventa Datos,Lineas Nuevas,,LIQUIDADA,07/02/2020 10:28,,13/02/2020 15:50,,,,,,
12493509,,1910200218371,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 10:21,,15/02/2020 12:14,,Elizabeth - 2020-02-07 10:22:48 - CERCA DE PRESTO CASH ,,,,
12493503,,1910200218368,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 10:19,,,,Elizabeth - 2020-02-07 10:19:35 - HAY UN PARQUE EN FTE CASA COLOR BLANCA CON REJAS VERDES MILITAR MUY BAJITO ,,,,
12493499,,1910200218365,Reventa Datos,Lineas Nuevas,,LIQUIDADA,07/02/2020 10:18,,14/02/2020 17:13,,"Marian - 2020-02-14 18:49:16 - Se realiza instalaci?n dejando el servicio navegando con entrega de modem correcto?recibe en domicilio Hortencia Hernandez Velazquez, t?cnico CS no acudi? Erick - 2020-02-07 10:28:36 - NA ",,,,
12493493,,1910200218357,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 10:16,,,,,,,,
12493480,,1910200218340,Reventa Datos,Lineas Nuevas,,LIQUIDADA,07/02/2020 10:13,,14/02/2020 13:28,,,,,,
12493464,,1910200218323,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 10:08,,,,"Marian - 2020-02-14 19:21:00 - Se objeta solicitud, tecnico CS no acudio. Elizabeth - 2020-02-07 10:10:04 - CASA DE 1 PISO SIN PINTAR, ACCESO LIBRE, PASANDO EL PUENTE DE LA BARRANCA ",,,,
12493463,,1910200218321,Reventa Datos,Lineas Nuevas,,LIQUIDADA,07/02/2020 10:07,,14/02/2020 13:41,,Erick - 2020-02-07 10:08:48 - NA ,,,,
12493458,,1910200218317,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 10:07,,,,"Elizabeth - 2020-02-07 10:07:44 - se anexan coordenadas 26.0931589,-98.2913282 ENFRENTE ESTA UNA PLAZA LLAMADA SAN JUAN ",,,,
12493448,,1910200218301,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 10:00,13/02/2020,,,,,,,
12493421,,1910200218273,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 09:46,,,,,,,,
12493399,,1910200218251,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 09:36,,,,Elizabeth - 2020-02-07 09:36:55 - CERCA DE COLEGIO BACHILLERES ,,,,
12493398,,1910200218247,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 09:35,13/02/2020,,,,,,,
12493379,,1910200218231,Reventa Datos,Reanudacion,,LIQUIDADA,07/02/2020 09:24,,07/02/2020 09:36,,Ariadna - 2020-02-07 09:25:21 - REANUDACI‡N ,,,,
12493374,,1910200218224,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 09:21,,14/02/2020 11:08,,,,,,
12493371,,1910200218222,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 09:18,,,,,,,,
12493359,,1910200218201,Reventa Datos,Lineas Nuevas,,EN PROCESO,07/02/2020 08:54,,,,,,,,
12493354,,1910200218189,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 08:46,,14/02/2020 09:59,,"Marian - 2020-02-14 09:35:36 - Se objeta solicitud, tecnico CS no acudio. ",,,,
12493340,,1910200218171,Reventa Datos,Lineas Nuevas,,OBJETADA,07/02/2020 08:26,,13/02/2020 11:07,,,,,,
12493263,,1910200218116,Reventa Datos,Lineas Nuevas,,OBJETADA,06/02/2020 20:46,,09/02/2020 13:33,,"Marian - 2020-02-11 16:35:48 - Se objeta solicitud, tecnico CS no acudio. ",,,,
12493256,,1910200218104,Reventa Datos,Lineas Nuevas,,"Objetada, Modem No Recogido / No recibido",06/02/2020 20:37,,14/02/2020 07:03,,"Victor - 2020-02-06 20:38:50 - CERCA DEL FRACC ESTA EL SEGURO POPULAR Y UNA OSICINA DE DHL, ESTAFETA, CASA COLOR CAFE CLARO DE 1 PISO ",,,,
12493252,,1910200218095,Reventa Datos,Lineas Nuevas,,LIQUIDADA,06/02/2020 20:29,,15/02/2020 13:09,,"Marian - 2020-02-15 13:10:31 - Se realiza instalaci?n dejando el servicio navegando con entrega de modem correcto ?recibe en domicilio Alan Enrique Vera Savala, tecnico CS ?no acudio. Victor - 2020-02-06 20:31:06 - EN LA ESQUINA HAY UNA MINI PLAZA Y UNA OFICINA DE TELMEX, ENTRANDO POR LA CALLE 18 SUR QUE ES LA PRINCIPAL. CASA COLOR BLANCO CON VERDE DE 2 PISOS ",,,,
12493241,,1910200218082,Reventa Datos,Lineas Nuevas,,LIQUIDADA,06/02/2020 20:21,,17/02/2020 11:52,,Victor - 2020-02-06 20:22:36 - CASA 1 PISO COLOR GRIS SAGUAN NEGRO ,,,,
12493234,,1910200218075,Reventa Datos,Lineas Nuevas,,EN PROCESO,06/02/2020 20:19,,,,,,,,
12493229,,1910200218069,Reventa Datos,Lineas Nuevas,,EN PROCESO,06/02/2020 20:10,,,,"Victor - 2020-02-06 20:12:51 - ESPALDAS DE LOS JUZGADOS PENALES ORALES , A TRES CALLES DE LOS POLLOS ASADOS ENRIQUEZ, ESQUINA SE ENCUENTRA LONCHERIAS VIVAS ",,,,
12493220,,1910200218062,Reventa Datos,Lineas Nuevas,,EN PROCESO,06/02/2020 20:02,,,,"Victor - 2020-02-06 20:05:28 - ESPALDAS DE LOS JUZGADOS PENALES ORALES , A TRES CALLES DE LOS POLLOS ASADOS ENRIQUEZ, ESQUINA SE ENCUENTRA LONCHERIAS VIVAS ",,,,
12493028,,1910200218022,Reventa Datos,Lineas Nuevas,,OBJETADA,06/02/2020 19:32,,13/02/2020 11:34,,"Roberto - 2020-02-13 11:29:57 - Se objeta solicitud, tecnico CS no acudio. Juan - 2020-02-06 19:33:55 - ES UN EDIFICIO DE 3 PISOS BLANCO CON FACHADA DE PIEDRA CAFE HAY UNA CASETA DE POLICIAS NO TIENE NOMBRE A LA VISTA ",,,,
12493019,,1910200218010,Reventa Datos,Lineas Nuevas,,EN PROCESO,06/02/2020 19:28,,,,,,,,
12493006,,1910200217995,Reventa Datos,Lineas Nuevas,,EN PROCESO,06/02/2020 19:21,,,,Marian - 2020-02-13 17:08:10 - Se objeta solicitud cliente no desea el servicio a peticion de CS Maria Azucena Moreno. ,,,,
12492946,,1910200217942,Reventa Datos,Lineas Nuevas,,EN PROCESO,06/02/2020 18:58,,,,Victor - 2020-02-06 19:00:34 - A 3 CUADRAS TEMPLO RELIGIOSO DE LA SANTISIMA TRINIDAD ,,,,
12492945,,1910200217940,Reventa Datos,Lineas Nuevas,,EN PROCESO,06/02/2020 18:58,,,,Elizabeth - 2020-02-06 18:59:36 - A lado de marisqueria pasifico y la playita OK XD ,,,,
12492933,,1910200217931,Reventa Datos,Lineas Nuevas,,OBJETADA,06/02/2020 18:55,,13/02/2020 10:55,,"Marian - 2020-02-13 10:50:12 - Se objeta solicitud ,tecnico CS ?no acudio. ",,,,
12492905,,1910200217899,Reventa Datos,Lineas Nuevas,,EN PROCESO,06/02/2020 18:45,,,,,,,,
12492903,,1910200217894,Reventa Datos,Lineas Nuevas,,EN PROCESO,06/02/2020 18:45,,,,,,,,
12492864,,1910200217849,Reventa Datos,Lineas Nuevas,,EN PROCESO,06/02/2020 18:35,,,,"Marian - 2020-02-13 13:38:37 - Se objeta solicitud, tecnico CS no?acudio. Juan - 2020-02-06 19:18:11 - ESTA UNA VIDRIER?A EN LA ESQUINA ",,,,
12492851,,1910200217838,Reventa Datos,Lineas Nuevas,,OBJETADA,06/02/2020 18:30,,13/02/2020 16:54,,Elizabeth - 2020-02-06 18:44:06 - OK XD ,,,,
12492848,,1910200217833,Reventa Datos,Lineas Nuevas,,LIQUIDADA,06/02/2020 18:29,,19/02/2020 14:13,,"Marian - 2020-02-19 14:03:17 - Se realiza instalacion dejando el servicio navegando con entrega de modem correcto recibe en domicilio Juan Manuel Garcia Gonzalez, tecnico CS ?no acudio. Juan - 2020-02-06 18:30:38 - POR FARMACIA GUADALAJARA Y PRIMARIA FORT 84 ",,,,
12492781,,1910200217798,Reventa Datos,Lineas Nuevas,,OBJETADA,06/02/2020 18:18,,13/02/2020 16:51,,Elizabeth - 2020-02-06 18:23:28 - OK XD ,,,,
12492725,,1910200217772,Reventa Datos,Lineas Nuevas,,EN PROCESO,06/02/2020 18:07,,,,,,,,
12492680,,1910200217748,Reventa Datos,Lineas Nuevas,,EN PROCESO,06/02/2020 17:59,,,,Elizabeth - 2020-02-06 18:00:22 - A lado de la primaria ninos heroes OK XD ,,,,
12492019,,1910200217719,Reventa Datos,Lineas Nuevas,,,06/02/2020 17:47,,06/02/2020 18:06,,,,,,
12492015,,1910200217717,Reventa Datos,Lineas Nuevas,,OBJETADA,06/02/2020 17:47,,13/02/2020 12:26,,Marian - 2020-02-13 17:02:02 - Se objeta solicitud cliente no desea el servicio a peticion de CS Carlos Buenrostro. ,,,,
12491801,,1910200217686,Reventa Datos,Lineas Nuevas,,EN PROCESO,06/02/2020 17:40,,,,"Lizett - 2020-02-13 12:30:16 - Se objeta solicitud con motivo domicilio no corresponde, valida CS Daniel Rodriguez. ",,,,
12491782,,1910200217676,Reventa Datos,Lineas Nuevas,,EN PROCESO,06/02/2020 17:36,,,,"Juan - 2020-02-06 18:22:00 - 20.555710, -100.860075 ",,,,
